input,ingredient_name
1/4 teaspoon freshly ground black pepper,black pepper
1/2 teaspoon ground cinnamon,cinnamon
1 teaspoon ground allspice,allspice
1 1/2 teaspoons kosher salt,salt
1/4 cup bread crumbs,bread crumbs
6 large eggs,eggs
6 tablespoons finely chopped parsley leaves,parsley leaves
1/2 cup finely chopped onions,onions
1/4 cup chopped parsley,parsley
"1 pound ground beef, chuck or round",beef
2 tablespoons unsalted butter,butter
1/4 teaspoon cumin,cumin
Salt and freshly ground black pepper to taste,Salt black pepper
"3 pounds turnips, peeled and sliced as thin as potato chips (a mandoline works best for this)",turnips
1/2 cup vegetable oil,vegetable oil
"1/8 teaspoon nutmeg, or to taste",nutmeg
Salt and freshly ground pepper to taste,Salt pepper
2 tablespoons unsalted butter,butter
1/2 cup milk,milk
1/2 cup cream,cream
"2 1/2 pounds parsnips, peeled and cut into 1-inch chunks",parsnips
"2 pounds carrots, peeled and cut into 1/2-inch chunks",carrots
1/8 teaspoon nutmeg,nutmeg
Salt and freshly ground pepper to taste,salt black pepper
"1/2 pound unsalted butter, or two sticks, cut into tablespoon-size pieces",butter
10 Idaho baking potatoes (3 pounds),10 Idaho potatoes
1/2 cup water,water
1 1/2 cups chicken stock,chicken
2 white onions,onions
1 tablespoon dried rosemary,rosemary
Salt and freshly ground pepper,Salt pepper
Vegetable oil for coating roast,Vegetable oil
8-pound crown roast of pork (ask butcher to prepare crown without any stuffing),crown roast pork
Salt and freshly ground black pepper to taste,Salt black pepper
3/4 cup pistachio nuts (pretoasted or toasted in a dry skillet),pistachio nuts
1/2 cup chopped parsley,parsley
"1 whole egg, beaten",egg
1/8 teaspoon clove,clove
1/4 teaspoon ground cumin,cumin
1 cup coarsely chopped fennel,fennel
"1 red bell pepper, diced",pepper
1/2 pound beef or pork sausage meat,beef pork sausage meat
1 tablespoon chopped garlic,garlic
"3/4 cup onions, coarsely chopped",onions
2 tablespoons unsalted butter,butter
1 cup converted rice (yields 2 1/2 cups cooked rice),converted rice
1/4 cup peanut or corn oil,peanut corn oil
1/4 cup flour,flour
Freshly ground pepper to taste,pepper
"Salt to taste, if desired","Salt, desired"
"1 chicken, 2 1/2 pounds, cut into serving pieces","chicken, 2 1/2 pounds, serving pieces"
1/8 teaspoon nutmeg,nutmeg
Salt and freshly ground black pepper to taste,Salt black pepper
"1 10-ounce package of spinach, cleaned and with large stems removed (about 8 cups)",spinach
2 teaspoons minced garlic,garlic
6 tablespoons chopped shallots,shallots
2 tablespoons unsalted butter,butter
Juice of 1/2 lemon,lemon
3/4 pound white mushrooms,mushrooms
1 egg,egg
1/4 teaspoon cream,cream
"2 large ribs celery, cut up",celery rib
"2 large carrots, peeled and sliced",carrots
"2 large onions, sliced",onions
"10 to 15 pounds meat scraps, bones and fat. (See note 1)",meat scraps
Salt and freshly ground black pepper,Salt black pepper
1 cup coarsely chopped parsley,parsley
"4 hard-cooked eggs, coarsely chopped",eggs
"4 Golden Delicious apples, or 2 pounds, peeled, cored and cut into chunks about 1/4 inch thick",apples
1/4 pound unsalted butter,butter
1 tablespoon dried rosemary,rosemary
"2 tablespoons dried sage, coarsely chopped",sage
"2 pounds medium onions, coarsely chopped (approximately 4 cups)",onions
"1 pound bacon, sliced crosswise in thin pieces",bacon
"12 slices of bread, cut into 1/4-inch cubes",bread
2 whole cloves,cloves
1/3 cup finely chopped onion,onion
2 tablespoons butter,butter
Salt to taste if desired,Salt
"1 1/4 pounds brussels sprouts, about 5 cups",brussels sprouts
1 tablespoon finely chopped parsley,parsley
1 tablespoon tomato paste,tomato
1/2 cup fresh or canned chicken broth,chicken
2 tablespoons red-wine vinegar,redwine vinegar
2 tablespoons brown sugar,sugar
1/3 cup finely chopped onion,onion
2 tablespoons butter,butter
"2 tablespoons corn, peanut or vegetable oil",oil
2 tablespoons flour,flour
1 1/2 cups raw cranberries,cranberries
"1 navel orange, about 1/2 pound",navel orange
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
"4 lean loin pork chops, about 1 1/2 pounds",pork chops
Salt and freshly ground black pepper,Salt black pepper
5 1/2 cups chicken or turkey stock,stock
2 cups wild rice,wild rice
1 cup dried cranberries,cranberries
2 cups small fresh chanterelles or coarsely diced shiitake mushroom caps,chanterelles
1 cup finely chopped onion,onion
1/2 cup chopped celery,celery
2 cups small fresh chanterelles or coarsely diced shiitake mushroom caps,chanterelles
2 tablespoons grated Monterey Jack cheese,Monterey Jack cheese
1 1/2 cups half-and-half,halfandhalf
"2 eggs, beaten",eggs
Salt and freshly ground black pepper,Salt black pepper
1 teaspoon ground cumin,cumin
2 cups corn kernels,corn kernels
2 cups cooked baby lima beans,lima beans
"1 jalapeno pepper, seeded and finely minced",jalapeno pepper
1/2 cup chopped onion,onion
1 tablespoon vegetable oil,vegetable oil
2 tablespoons dry bread crumbs,bread crumbs
1 tablespoon butter,butter
"3 eggs, lightly beaten",eggs
"3/4 cup heavy cream, whipped",cream
4 tablespoons melted unsalted butter,butter
3 tablespoons dark rum,rum
1 cup pure maple syrup,maple syrup
"3 eggs, ligthly beaten",eggs
1/2 cup molasses,molasses
1 cup pecan halves,pecan
Pastry for a 1-crust 9-inch straight-sided tart,Pastry
3 eggs,eggs
1 3-pound fully cooked beef tongue,beef tongue
1/2 cup milk,milk
1/4 cup minced parsley,parsley
1 cup heavy cream,cream
"4 large cloves garlic, finely minced",garlic
1/2 cup ice water (approximately),water
1/2 pound cold butter,butter
Salt,Salt
2 1/2 cups flour,flour
1 bay leaf,bay
6 peppercorns,peppercorns
1/2 cup water,water
"1 small onion, sliced",onion
1 cup dry white wine,wine
"2 7 1/2-ounce cans snails, preferably small ones",snails
"Whitefish, salmon or sturgeon caviar or minced parsley for garnish",Whitefish
Toast bread or crackers,bread
Salt and freshly ground white pepper to taste,Salt pepper
2 tablespoons sour cream,cream
2 tablespoons lemon juice,lemon
"10 tablespoons butter, at room temperature",butter
2 smoked trout,trout
1/4 teaspoon cream of tartar,cream tartar
"1 tablespoon unsalted butter, plus extra for coating the dish",butter
1/2 cup milk,milk
1 tablespoon plus 2 teaspoons flour,flour
"5 1/2 tablespoons sugar, plus extra for coating the dish and sprinkling",sugar
3 Meyer lemons,Meyer lemons
5 large eggs,eggs
1 large ripe avocado,avocado
1/4 cup roughly chopped parsley,parsley
2 tablespoons roughly chopped celery leaves,celery leaves
"2 tablespoons chives, in 1-inch lengths",chives
12 ounces blue crab meat,crab meat
"1 large Belgian endive, cut in half lengthwise, then sliced thinly diagonally",endive
"1 large celery root, peeled and sliced into 1/8-inch matchsticks",celery
1 large Granny Smith apple,apple
Pinch of cayenne pepper,cayenne pepper
1/2 cup heavy cream,cream
"2 tablespoons extra virgin olive oil, plus more for sprinkling",olive oil
1/4 teaspoon freshly ground black pepper,black pepper
3/4 cup vegetable oil,vegetable oil
1/4 teaspoon kosher salt,salt
"Juice of 2 Meyer lemons, plus extra if desired",Meyer lemons
3 tablespoons minced shallots,shallots
9 teaspoons sugar,sugar
9 tablespoons kosher salt,salt
9 Meyer lemons,Meyer lemons
5 large eggs,eggs
1 1/4 pound (5 or 6) Meyer lemons,Meyer lemons
1/4 teaspoon plus 1/8 teaspoon salt,salt
12 ounces (about 2 1/3 cups) all-purpose flour,flour
1/2 tablespoon milk,milk
8 large egg yolks,egg
1 1/2 cups sugar,sugar
"13 1/2 ounces (3 sticks plus 3 tablespoons) unsalted butter, softened, plus extra for greasing pan",butter
1 tablespoon toasted pine nuts\n\n,pine nuts
2 tablespoons chopped fresh coriander,coriander
Salt and freshly ground black pepper,Salt black pepper
1 cup heavy cream,cream
Juice of 1 lime,lime
"1 3-pound pumpkin, peeled, seeded, cored and cut into 1-inch cubes",pumpkin
Pinch of cinnamon,cinnamon
1 teaspoon ground cumin,cumin
2 teaspoons pure chili powder,chili
"3 cloves garlic, minced",garlic
"2 medium onions, chopped",onions
2 tablespoons olive oil,olive oil
1/2 cup grated Swiss cheese,Swiss cheese
"6 to 8 slices French or Italian bread, toasted",bread
Salt and freshly ground black pepper,Salt black pepper
4 cups well-seasoned chicken stock,chicken
1 3-pound pumpkin,pumpkin
1 teaspoon sugar,sugar
3 tablespoons butter,butter
6 cups thinly sliced onions,onions
1 cup finely chopped Italian parsley,Italian parsley
4 tablespoons extra-virgin olive oil,extravirgin olive oil
Salt and freshly ground black pepper,Salt black pepper
1 tablespoon finely minced garlic,garlic
1 3-pound pumpkin,pumpkin
"Fresh dill, optional",dill
1 pound linguine or fettuccine,linguine
Salt and pepper to taste,Salt pepper
"1/2 pound Nova Scotia salmon, cut into 1-inch pieces",salmon
"5 sun-dried tomatoes (available at specialty food shops) or 2 plum tomatoes, cut in julienne slices",tomatoes
1/2 cup grated Romano cheese,Romano cheese
1/4 cup Cognac or white wine,Cognac
1 1/2 cups heavy cream,cream
"1/2 medium onion, chopped",onion
Freshly ground pepper,pepper
4 ounces sweet butter,butter
"3 tablespoons light, fruity olive oil",olive oil
2 teaspoons Dijon mustard,Dijon mustard
1 tablespoon raspberry vinegar,raspberry vinegar
"1 large shallot, minced",shallot
"1/4 cup pignoli nuts, lightly toasted",pignoli nuts
"1/4 pound chevre (goat cheese), preferably aged domestic",chevre
3 to 4 cups peanut oil,peanut oil
"1/2 pound firm, crisp green beans, stems trimmed",beans
"1 1/2 ounces sugar (about 3 to 4 tablespoons or more, if desired)",sugar
6 tablespoons water (to make sugar glaze),water
"12 ounces walnuts, preferably freshly shelled",walnuts
4 to 5 cups water,water
Minced fresh parsley leaves for garnish (optional),parsley leaves
"1 to 1 1/2 pounds shrimp, peeled (deveining is optional)",shrimp
"6 cups shrimp stock, chicken stock, water or a combination",shrimp
4 thick slices French or Italian bread,bread
Salt and freshly ground black pepper to taste,Salt black pepper
"8 to 16 medium to large cloves garlic, peeled",garlic
1/4 cup extra virgin olive oil,olive oil
3 tablespoons fresh lime juice,lime
"1/2 cup loosely packed, roughly chopped cilantro",cilantro
"3 Serrano chilies, finely chopped, or more, to taste",Serrano chilies
"1 garlic clove, finely chopped",garlic
1/3 cup finely chopped onion,onion
Salt to taste,Salt
"1 pound very small new potatoes, rinsed and dried",potatoes
2 tablespoons extra virgin olive oil,olive oil
Tortilla chips for serving,Tortilla chips
1 ripe Haas avocado,Haas avocado
1 small vine-ripened tomato,tomato
"1/2 teaspoon salt, or more, to taste",salt
1 1/2 teaspoons finely chopped cilantro leaves,cilantro leaves
"1/2 teaspoon minced Serrano chili, or more, to taste",Serrano chili
3 tablespoons chopped onion,onion
1 1/4 teaspoons mashed garlic,garlic
2 tablespoons chopped fresh parsley,parsley
1/2 teaspoon salt,salt
1/3 cup water,water
2 1/2 tablespoons extra-virgin olive oil,extravirgin olive oil
Juice of 1 lemon,1 lemon
"3 small, tender artichokes (see notes)","small, tender artichokes"
"1 1/4 cups coarse fresh bread crumbs, toasted (see notes)",bread crumbs
2 tablespoons roughly chopped fresh Italian parsley,parsley
"1/2 pound spaghettini, preferably imported, made of 100 percent durum wheat",spaghettini
"2 2-ounce cans flat fillets of anchovy, drained, rinsed, dried and cut small",anchovy
2 pinches of red-pepper flakes,pepper flakes
"1 garlic clove, peeled and halved",garlic
"1/3 cup Sicilian olive oil or substitute a good fruity, green olive oil",olive oil
1 tablespoon chopped fresh Italian flat parsley,parsley
1/4 teaspoon sugar,sugar
1/2 teaspoon pepper,pepper
3/4 teaspoon salt,salt
1/2 teaspoon fresh oregano or thyme,oregano
1 teaspoon grated lemon rind,lemon rind
2 1/2 tablespoons lemon juice,lemon
2 tablespoons hot water,water
1/3 cup extra-virgin olive oil,olive oil
Pinches of granulated sugar,granulated sugar
"1 small onion, quartered, separated into 1-inch segments",onion
"12 imported bay leaves, cut into halves or quarters",bay leaves
Lemon juice to taste,Lemon
Salt and pepper to taste,Salt pepper
1 teaspoon finely chopped parsley leaves,parsley leaves
1 teaspoon finely grated lemon rind,lemon rind
5 tablespoons grated pecorino cheese,pecorino cheese
"3 heaping tablespoons salted capers, rinsed, plumped and drained (see notes)",capers
"2 cups grated fresh bread crumbs, preferably Italian semolina",bread crumbs
1/2 tablespoon crushed garlic,garlic
1 tablespoon minced carrot,carrot
1 tablespoon minced onions,onions
5 tablespoons olive oil,olive oil
"2 1/4 pounds swordfish, cut into 3/4-inch steaks, untrimmed (see notes)",swordfish
6 or 12 metal or bamboo skewers,skewers
"1/2 pound hollow spaghetti, maccheroncini, bucatini or perciatelli",hollow spaghetti
Freshly ground pepper,pepper
"2 4-ounce cans boneless sardines packed in olive oil, preferably Italian, French or Portuguese. or 12 fresh sardines (see notes)",sardines
1/4 teaspoon powdered fennel seed,fennel
2 tablespoons pine nuts,pine nuts
"7 anchovy fillets, drained, rinsed and cut up",anchovy
1/2 cup finely chopped onions,onions
6 tablespoons olive oil,olive oil
2 pinches pulverized saffron in 1/4-cup hot water,saffron
"1 piece sun-dried tomato, cut into small bits, optional",tomato
Coarse (kosher) salt,salt
2 tablespoons currants,currants
"2 packed cups mixed greens of fresh fennel fronds, dillweed and a few ground fennel seeds - use 1 bushy bulb fennel top with 1 bunch fresh dillweed - (see notes)",mixed greens
1/4 teaspoon ground cumin,cumin
Freshly ground pepper to taste,pepper
Salt to taste if desired,salt
2 tablespoons butter,butter
1 tablespoon finely chopped shallots,"shallots,"
"2 carrots, about 1/2 pound",carrots
"2 large cucumbers, about 1 1/4 pounds",cucumbers
1 teaspoon Dijon-style mustard,mustard
1/3 cup heavy cream,cream
2 tablespoons finely chopped shallots,shallots
"2 cups parsley leaves, stems removed, loosely packed",parsley leaves
"4 flounder fillets, about 1 1/4 pounds",flounder fillets
1 tablespoon plus 1/3 cup dry white wine,wine
Freshly ground pepper to taste,pepper
Salt to taste if desired,Salt
Butter for greasing a pan,Butter
1 tablespoon chopped parsley,parsley
Cayenne pepper,cayenne pepper
2 tablespoons butter,butter
1 cup fresh homemade-type white breadcrumbs,breadcrumbs
Freshly grated nutmeg,nutmeg
Coarse salt and freshly ground pepper,salt pepper
"Herb bouquet (thyme, parsley, bay leaf tied in cheesecloth)",Herb bouquet
1 pint milk,milk
"1 small onion, stuck with cloves",onion
Coarse salt and freshly ground pepper to taste,salt pepper
"1 egg, lightly beaten",egg
"1 fresh sage leaf, chopped",sage
Dash thyme,thyme
1/2 cup milk,milk
1 cup fresh homemade-type breadcrumbs,breadcrumbs
"3 cooking apples, peeled, cored and diced",apples
"1 clove garlic, minced",garlic
"1 stalk celery, finely chopped",celery
1 tablespoon butter,butter
"1 large onion, finely chopped",onion
1 pound pork sausage meat,pork sausage meat
Coarse salt and freshly ground pepper to taste,Coarse salt pepper
"1 egg, lightly beaten",egg
"2 tablespoons parsley, chopped",parsley
"2 stalks celery, minced",celery
"3 shallots, minced",shallots
2 tablespoons butter,butter
2 cups chicken stock,chicken
2 pounds chestnuts (see note),chestnuts
Confectioners' sugar,Confectioners' sugar
2 tablespoons unsalted butter,butter
3/4 cup honey,honey
3/4 cup granulated sugar,sugar
Pinch ground white pepper,pepper
1/4 teaspoon freshly ground nutmeg,nutmeg
1/4 teaspoon ground cloves,cloves
1/4 teaspoon ground coriander,coriander
1 teaspoon ground cinnamon,cinnamon
1/2 cup unbleached all-purpose flour,allpurpose flour
1 teaspoon grated lemon zest,lemon
1 cup finely chopped citron,citron
1 cup blanched almonds,almonds
1 cup coarsely chopped candied orange peel,orange peel
Sea salt,sea salt
1 cup whole hazelnuts,hazelnuts
2 teaspoons salt,salt
3 3/4 cups all-purpose unbleached flour,allpurpose unbleached flour
"2 to 3 teaspoons lard, at room temperature",lard
3 tablespoons plus 1 teaspoon olive oil,olive oil
1 cup plus 3 tablespoons warm water,water
1 package active dry yeast or 1 small cake fresh yeast,yeast
1/4 cup lime juice,lime
2 limes,limes
1/2 cup chopped cilantro leaves for garnish,cilantro leaves
1 can (about 11 ounces) coconut milk,coconut milk
1 teaspoon ground coriander,coriander
1 tablespoon ground cumin,cumin
"1 1-inch piece of ginger, peeled and roughly chopped","1inch ginger, roughly"
"4 large cloves garlic, peeled","garlic,"
"1 medium onion, peeled and chopped","onion,"
"2 fresh or dried red chilies, or cayenne to taste",chilies
"1 tablespoon dried shrimp, nam pla or soy sauce",shrimp
"1 3-pound chicken, cut into serving pieces, or 3 pounds chicken thighs",chicken
Salt and pepper,Salt pepper
1/4 teaspoon cinnamon,cinnamon
2 heaping tablespoons brown sugar,sugar
2 tablespoons unsalted butter,butter
"2 very ripe soft bananas, peeled and sliced lengthwise","very soft bananas,"
3 teaspoons sugar,sugar
1/2 teaspoon salt,salt
